Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2022,28,ADV,498,0,18,6,2,0,0,0,2,0,0,0,0,0,0,The Sandage Project,"Meron, Shachar",3.7385714285714284
Spring,2022,26,ADV,498,0,18,0,2,3,1,1,0,1,0,0,0,0,0,The Sandage Project,"Meron, Shachar",3.628076923076923
Spring,2022,49,AE,140,0,27,6,2,7,1,1,1,0,1,3,0,0,0,CAD,"Woodard, Brian S",3.4491836734693884
Spring,2022,49,AE,140,0,22,12,7,5,2,1,0,0,0,0,0,0,0,CAD,"Woodard, Brian S",3.633061224489796
Spring,2022,111,AE,202,10,37,26,12,9,8,2,0,1,0,0,1,5,0,Aerospace Flight Mechanics,"Putnam, Zachary R",3.4120720720720725
Spring,2022,25,AE,311,7,5,6,2,1,1,2,0,0,0,0,0,0,1,Incompressible Flow,"Villafane Roca, Laura",3.6254166666666663
Spring,2022,94,AE,312,4,6,13,12,20,13,7,8,5,1,3,1,0,1,Compressible Flow,"Panerai, Francesco",2.8821505376344088
Spring,2022,43,AE,321,0,12,1,4,6,0,3,6,2,1,4,0,3,1,Mechs of Aerospace Structures,"Lambros, John",2.6345238095238095
Spring,2022,98,AE,323,2,18,12,13,10,15,9,4,3,4,5,0,2,1,Applied Aerospace Structures,"Chew, Huck Beng",2.903917525773196
Spring,2022,49,AE,352,9,6,9,3,2,3,2,6,0,0,4,2,1,2,Aerospace Dynamical Systems,"Langbort, Cedric",2.958085106382979
Spring,2022,89,AE,353,1,27,18,8,18,6,4,2,1,0,2,2,0,0,Aerospace Control Systems,"Bretl, Timothy W",3.2926966292134825
Spring,2022,113,AE,370,2,51,8,8,11,6,3,2,4,3,5,6,3,1,Aerospace Numerical Methods,"Goza, Andres J",3.1044642857142857
Spring,2022,29,AE,410,5,5,7,3,1,2,3,1,2,0,0,0,0,0,Computational Aerodynamics,"Hagen, Wyatt A",3.322413793103448
Spring,2022,69,AE,419,2,12,5,8,12,7,9,4,2,2,1,0,5,0,Aircraft Flight Mechanics,"Ansell, Phillip J",2.777536231884058
Spring,2022,29,AE,434,0,7,5,6,6,3,0,0,0,0,0,0,2,0,Rocket Propulsion,"Levin Fliflet, Deborah",3.184137931034483
Spring,2022,40,AE,435,0,4,8,6,10,3,2,1,1,0,3,0,2,0,Electric Propulsion,"Rovey, Joshua L",2.867
Spring,2022,45,AE,443,3,9,18,7,7,0,0,1,0,0,0,0,0,0,Aerospace Systems Design II,"Merret, Jason M",3.5637777777777777
Spring,2022,82,AE,443,0,16,15,2,32,10,2,4,0,0,0,0,1,0,Aerospace Systems Design II,"Lembeck, Michael F",3.1837804878048774
Spring,2022,125,AE,461,7,34,35,24,11,4,4,2,1,1,1,1,0,0,Structures & Control Lab,"Chasiotis, Ioannis",3.4723200000000003
Spring,2022,32,AE,498,1,12,6,3,9,1,0,0,0,0,0,0,0,0,Intro to Human Spaceflight,"Lembeck, Michael F",3.5524999999999998
Spring,2022,26,AE,504,3,17,3,2,1,0,0,0,0,0,0,0,0,0,Optimal Aerospace Systems,"Zahedi Mehr, Negar",3.871923076923077
Spring,2022,29,AE,508,22,2,0,2,3,0,0,0,0,0,0,0,0,0,Optimal Space Trajectories,"Woollands, Robyn M",3.850344827586207
Spring,2022,98,AFRO,100,7,20,21,3,11,8,6,3,4,2,4,2,7,0,Intro to African American St,"McMillion, Desiree Y",2.898775510204082
Spring,2022,24,AFRO,101,0,8,6,1,4,2,2,0,0,0,0,0,0,1,"Black America, 1619-Present","McDuffie, Erik S",3.4499999999999997
Spring,2022,21,AFRO,103,0,6,5,4,5,1,0,0,0,0,0,0,0,0,Black Women in the Diaspora,"McDuffie, Erik S",3.4923809523809526
Spring,2022,23,AFRO,105,1,5,5,2,1,1,3,3,0,0,1,1,0,0,Black Literature in America,"Hunt, Irvin J",3.014782608695653
Spring,2022,115,AFRO,132,0,64,27,10,4,3,1,0,2,0,0,1,3,0,African American Music,"Meyers, John P",3.6064347826086958
Spring,2022,28,AFRO,224,15,8,3,2,0,0,0,0,0,0,0,0,0,0,Race and Food Security,"Ngumbi, Esther N",3.9167857142857145
Spring,2022,29,AFRO,228,0,24,4,0,0,0,0,0,1,0,0,0,0,0,Hip Hop Music: History&Culture,"Meyers, John P",3.874137931034483
Spring,2022,26,AFRO,261,0,6,3,5,9,1,0,0,1,0,0,0,1,0,Intro to the African Diaspora,"McDuffie, Erik S",3.1923076923076925
Spring,2022,26,AGCM,220,4,9,6,2,1,1,0,0,0,0,0,0,1,2,Communicating Agriculture,"Roberts, Owen A",3.5979166666666664
Spring,2022,23,AGCM,320,0,7,10,2,2,2,0,0,0,0,0,0,0,0,Public Information Campaigns,"Roberts, Owen A",3.595652173913044
Spring,2022,30,AIS,101,6,12,4,1,4,1,0,2,0,0,0,0,0,0,Intro to Amer Indian Studies,"Ridgway, Morgan L",3.622666666666667
Spring,2022,25,AIS,265,2,8,6,3,3,0,1,0,0,0,0,0,2,0,Intro to American Indian Lit,"Rymhs, Deena M",3.3335999999999997
Spring,2022,23,ANSC,100,0,18,0,0,4,0,0,1,0,0,0,0,0,0,Intro to Animal Sciences,"Parrett, Douglas F",3.739130434782609
Spring,2022,207,ANSC,101,9,124,0,0,61,0,0,8,0,0,3,0,2,0,Contemporary Animal Issues,"Dilger, Anna C",3.5458937198067635
Spring,2022,71,ANSC,103,35,32,0,4,0,0,0,0,0,0,0,0,0,0,Working With Farm Animals,"Emmert, Jason L",3.9622535211267604
Spring,2022,72,ANSC,205,39,20,4,2,0,1,0,1,0,1,2,0,1,1,World Animal Resources,"Parsons, Carl M",3.73718309859155
Spring,2022,323,ANSC,207,13,111,61,33,32,14,11,16,7,3,8,1,11,2,Science of Pets and Their Care,"Fischer-Brown, Amy E",3.25582554517134
Spring,2022,83,ANSC,210,4,74,2,1,1,0,0,1,0,0,0,0,0,0,Grilling and BBQ Science,"Klehm, Brandon J",3.9478313253012045
Spring,2022,142,ANSC,223,2,88,0,14,23,0,5,4,0,0,1,0,4,1,Animal Nutrition,"Dilger, Ryan N",3.519645390070922
Spring,2022,140,ANSC,224,17,22,9,12,30,6,7,13,9,3,4,2,6,0,Animal Reproduction and Growth,"Miller, David J",2.8691428571428568
Spring,2022,67,ANSC,250,10,28,7,4,6,1,1,4,2,0,2,0,2,0,Companion Animals in Society,"Richardson, Sarah D",3.393283582089552
Spring,2022,266,ANSC,250,59,110,35,12,13,10,6,7,4,2,1,2,1,4,Companion Animals in Society,"Richardson, Sarah D",3.625076335877863
Spring,2022,26,ANSC,255,3,16,0,4,3,0,0,0,0,0,0,0,0,0,Animal Ethics,"Shike, Daniel W",3.781538461538461
Spring,2022,31,ANSC,256,0,7,1,2,7,2,0,5,0,0,0,0,6,1,Horse's Role in Human History,"Hagstrom, Debra",2.489
Spring,2022,78,ANSC,298,0,46,1,0,17,0,0,8,0,0,1,0,4,1,ANSC Careers Professional Dev,"Jones-Hamlow, Katelyn A",3.3203896103896104
Spring,2022,78,ANSC,305,25,34,8,2,3,0,1,2,0,0,0,0,2,1,Human Animal Interactions,"Richardson, Sarah D",3.731818181818182
Spring,2022,49,ANSC,363,12,11,7,6,6,3,2,1,0,0,0,1,0,0,Behavior of Domestic Animals,"Kukekova, Anna V",3.4899999999999993
Spring,2022,95,ANSC,370,9,41,2,5,14,3,2,2,1,3,2,1,9,1,Companion Animal Policy,"Fischer-Brown, Amy E",3.095638297872341
Spring,2022,32,ANSC,407,7,2,4,1,3,3,2,5,0,0,0,2,3,0,Animal Shelter Management,"Fischer-Brown, Amy E",2.719375
Spring,2022,41,ANSC,409,2,21,2,1,11,0,0,2,0,0,1,0,1,0,Meat Science,"Harsh, Bailey N",3.430975609756098
Spring,2022,26,ANSC,438,2,10,0,3,8,0,0,2,0,0,0,0,0,1,Lactation Biology,"Drackley, James K",3.4396000000000004
Spring,2022,27,ANSC,446,4,9,0,4,4,2,0,2,1,0,0,0,1,0,Population Genetics,"Roca, Alfred L",3.2714814814814814
Spring,2022,50,ANSC,450,0,13,0,0,21,0,0,11,0,0,2,0,1,2,Comparative Immunobiology,"Steelman, Andrew J",2.8958333333333335
Spring,2022,73,ANSC,498,30,29,10,2,2,0,0,0,0,0,0,0,0,0,Integrating Animal Sciences,"Schneider, Alicia M",3.909041095890411
Spring,2022,21,ANSC,499,8,4,0,1,1,2,0,1,1,0,0,0,3,0,Dairy Nutr & Diet Formulation,"Cardoso, Felipe",3.0161904761904763
Spring,2022,53,ANSC,520,6,11,12,8,8,2,1,1,2,0,1,1,0,0,Protein and Energy Nutrition,"Stein, Hans-Henrik",3.3464150943396227
Spring,2022,22,ANSC,526,0,8,0,0,13,0,0,0,0,0,0,0,1,0,Adv Companion Animal Nutrition,"Cattai de Godoy, Maria Re",3.227272727272727
Spring,2022,21,ANSC,526,0,14,0,0,7,0,0,0,0,0,0,0,0,0,Adv Companion Animal Nutrition,"Cattai de Godoy, Maria Re",3.6666666666666665
Spring,2022,394,ANTH,101,109,163,22,25,19,7,7,7,7,4,3,1,20,0,Introduction to Anthropology,"Jelinek, Petra",3.4991624365482235
Spring,2022,577,ANTH,103,241,203,52,22,25,9,6,11,5,0,0,0,3,0,Anthro in a Changing World,"Cox, Nicole A",3.784159445407279
Spring,2022,96,ANTH,209,13,29,9,13,17,3,3,4,1,0,0,0,2,2,"Food, Culture, and Society","Silverman, Helaine I",3.404148936170213
Spring,2022,589,ANTH,246,94,281,46,35,41,10,11,12,5,4,6,3,38,3,Forensic Science,"Farley, Michelle",3.423856655290102
Spring,2022,592,ANTH,246,123,366,31,23,22,5,7,6,2,1,1,1,4,0,Forensic Science,"Hughes, Cris E",3.818175675675676
Spring,2022,34,ANTH,268,1,5,7,6,6,4,1,0,0,0,1,0,3,0,Images of the Other,"Dominguez, Virginia R",2.9905882352941173
Spring,2022,37,ANTH,270,18,7,3,3,2,0,1,2,0,0,0,0,1,0,Language in Culture,"Escamilla, Breanna S",3.603513513513514
Spring,2022,34,ANTH,270,10,14,4,1,0,0,0,0,1,1,1,1,1,0,Language in Culture,"Shin, Jeongsu",3.4905882352941178
Spring,2022,36,ANTH,278,19,5,6,3,1,0,0,1,1,0,0,0,0,0,Climate Change & Civilization,"Lucero, Lisa J",3.7411111111111106
Spring,2022,28,ANTH,279,0,11,5,3,3,2,0,0,0,0,1,0,3,0,"Economy, Business & Society","Orta, Andrew",3.1314285714285717
Spring,2022,32,ANTH,288,6,12,9,4,0,1,0,0,0,0,0,0,0,0,American Indians of Illinois,"Lehman, David B",3.781875
Spring,2022,21,ANTH,346,0,15,2,3,0,0,1,0,0,0,0,0,0,0,Forensic Anthropology,"Hughes, Cris E",3.793333333333333
Spring,2022,24,ANTH,350,0,8,8,5,2,0,0,0,0,0,0,0,1,0,Cultures of Law,"Fok, Seok Yeng Bever",3.5004166666666663
Spring,2022,43,ARAB,150,7,3,6,1,1,2,1,1,0,1,0,4,16,0,Lang&Culture of Arab World,"Saadah, Eman",1.9076744186046513
Spring,2022,133,ARCH,172,46,23,22,11,10,5,3,2,2,1,0,0,8,0,Drawing and Modeling,"Bliss, AnnaMarie R",3.4013533834586465
Spring,2022,122,ARCH,232,8,8,14,19,16,13,6,7,9,5,7,2,7,1,Structural Fundamentals,"Uihlein, Marci",2.639338842975206
Spring,2022,111,ARCH,274,4,27,14,15,19,6,6,7,2,1,1,0,9,0,Representation,"Melgarejo De Be, Andrea L",2.9909909909909906
Spring,2022,33,ARCH,416,0,1,7,7,3,8,3,2,1,1,0,0,0,0,Architecture of the U.S.,"Johnson, Tait R",2.9499999999999997
Spring,2022,80,ARCH,435,0,18,21,9,5,7,5,5,3,2,0,1,4,0,Struct Sys and Const Methods,"Krishnan, Sudarshan",3.034
Spring,2022,57,ARCH,501,0,53,0,2,0,0,0,0,0,0,0,0,2,0,Architectural Practice,"Isern, David",3.836140350877193
Spring,2022,85,ARCH,517,10,20,14,14,8,9,3,4,0,0,1,0,2,0,Arch History 1850-Present,"Bross, Benjamin A",3.3178823529411763
Spring,2022,81,ARCH,537,8,28,15,8,10,3,3,4,0,0,0,0,2,0,Environ Control Systems II,"Mosey, Grant N",3.4406172839506173
Spring,2022,42,ARCH,593,18,5,1,7,3,3,0,3,2,0,0,0,0,0,Design & Construction Futures,"Deutsch, Randall",3.4602380952380956
Spring,2022,22,ARCH,595,6,5,5,0,3,0,2,0,0,1,0,0,0,0,Spec Prob Struct Theory & Des,"Aminmansour, Abbas",3.515454545454545
Spring,2022,35,ARTD,326,11,20,2,0,0,0,0,0,0,0,1,0,1,0,Sustainability & Manufacturing,"Araujo de Aguia, Carlos H",3.781142857142857
Spring,2022,34,ARTD,326,6,19,0,1,0,0,0,3,2,0,2,0,1,0,Sustainability & Manufacturing,"Araujo de Aguia, Carlos H",3.3726470588235293
Spring,2022,47,ARTD,448,0,23,5,2,3,0,2,3,0,3,1,1,4,0,Professional Design Practice,"Kendall, James W",3.028297872340425
Spring,2022,159,ARTE,101,70,28,11,15,9,3,5,3,3,2,3,0,7,0,"Art, Design, and Society","Lucero, Jorge",3.431761006289308
Spring,2022,39,ARTH,235,2,13,5,4,5,2,2,0,2,1,0,1,2,0,Art and Power in 17th c Europe,"Rosenthal, Lisa",3.128461538461538
Spring,2022,33,ARTH,242,0,7,7,11,3,1,1,0,0,0,1,1,1,0,Art Since 1940,"Romberg, Kristin",3.2118181818181815
Spring,2022,25,ARTH,299,4,7,3,0,2,2,0,2,0,0,1,1,3,0,Art Arch Ancient Mediterranean,"Burge, Katherine",2.8808
Spring,2022,36,ARTH,361,2,8,12,5,6,2,1,0,0,0,0,0,0,0,Contemporary Art,"Reitz, Erin E",3.51
Spring,2022,21,ARTH,403,4,4,1,5,3,2,1,0,1,0,0,0,0,0,Word and Image in Chinese Art,"Burkus-Chasson, Anne",3.3647619047619046
Spring,2022,21,ARTJ,101,12,4,0,2,1,0,1,0,0,0,0,1,0,0,Intro to Japanese Aesthetics,"Gunji-Ballsrud, Jennifer",3.65047619047619
Spring,2022,22,ARTJ,209,3,13,3,0,0,0,0,0,0,1,1,0,1,0,Chado (The Way of Tea),"Stirek, Lindsey L",3.5154545454545456
Spring,2022,28,ARTJ,299,6,14,2,2,2,0,1,0,0,0,0,0,1,0,Seminar in Japanese Aesthetics,"Stirek, Lindsey L",3.654642857142857
Spring,2022,41,ARTJ,302,7,24,4,0,2,0,0,0,1,0,1,0,2,0,Intro to Anime,"Stirek, Lindsey L",3.59390243902439
Spring,2022,34,ARTJ,397,0,18,4,4,2,0,1,1,1,0,0,0,3,0,"Zen, Tea, and Power","Francis, Omar L",3.2941176470588234
Spring,2022,25,ARTJ,398,3,5,4,2,2,0,1,3,0,1,2,0,2,0,Designing Life in Modern Japan,"Palmieri, Christopher J",2.84
Spring,2022,32,ARTS,220,11,10,7,2,0,0,1,1,0,0,0,0,0,0,Introduction to Fashion,"Becker, Susan E",3.7712499999999998
Spring,2022,21,ARTS,392,4,5,4,1,2,0,0,4,1,0,0,0,0,0,Current Art Issues Seminar,"Hogin, Lauretta J",3.3180952380952378
Spring,2022,48,ASRM,210,10,8,11,5,3,5,4,0,2,0,0,0,0,0,Theory of Interest,"Cardinal, Timothy C",3.417291666666667
Spring,2022,55,ASRM,409,22,14,5,3,6,4,0,1,0,0,0,0,0,0,Stoch Proc for Fin & Insurance,"Cole, Paa Kow",3.6912727272727275
Spring,2022,38,ASRM,410,8,11,4,3,2,4,3,1,1,0,1,0,0,0,Investments and Fin Markets,"Cardinal, Timothy C",3.3949999999999996
Spring,2022,37,ASRM,461,4,3,2,2,10,0,4,2,1,1,3,3,2,0,Loss Models,"Freiji, Claudia G",2.5224324324324323
Spring,2022,177,ASTR,100,40,45,25,17,13,10,3,8,7,1,3,1,4,0,Introduction to Astronomy,"Winans, Amanda",3.354463276836159
Spring,2022,445,ASTR,100,45,108,58,25,44,30,13,23,11,8,9,10,59,2,Introduction to Astronomy,"Winans, Amanda",2.801828442437923
Spring,2022,130,ASTR,121,45,17,16,8,6,8,4,2,6,3,1,0,13,1,Solar System and Worlds Beyond,"Winans, Amanda",3.1089147286821706
Spring,2022,155,ASTR,122,16,46,18,15,19,9,10,6,3,0,3,1,9,0,Stars and Galaxies,"Dunne, Bryan C",3.154967741935484
Spring,2022,78,ASTR,210,0,39,0,0,19,0,0,10,0,0,0,0,8,2,Introduction to Astrophysics,"French, Katheryn D",3.0657894736842106
Spring,2022,243,ASTR,330,17,103,50,30,24,7,3,2,1,0,1,0,4,1,Extraterrestrial Life,"Dunne, Bryan C",3.585743801652892
Spring,2022,56,ASTR,405,6,16,14,4,3,1,1,3,3,1,1,2,1,0,Planetary Systems,"Wong, Tony",3.238928571428571
Spring,2022,33,ASTR,414,2,12,0,0,7,0,0,2,1,0,3,5,1,0,Astronomical Techniques,"Kemball, Athol J",2.6975757575757573
Spring,2022,365,ATMS,120,30,94,45,35,44,16,24,23,15,11,11,2,15,0,Severe and Hazardous Weather,"Choate, Jessica J",3.0311232876712326
Spring,2022,45,ATMS,140,3,20,3,5,6,1,1,2,0,0,0,2,2,0,Climate and Global Change,"Hence, Deanna",3.2888888888888888
Spring,2022,47,ATMS,201,8,6,8,6,5,2,2,4,3,1,1,0,1,0,General Physical Meteorology,"Choate, Jessica J",3.0995744680851067
Spring,2022,28,ATMS,304,3,6,4,3,3,0,2,2,1,0,1,2,0,1,Radiative Transfer-Remote Sens,"Riemer, Nicole",3.0496296296296297
Spring,2022,29,ATMS,420,12,7,2,4,2,1,0,0,0,0,0,0,1,0,Atmospheric Chemistry,"Horowitz, Hannah M",3.632068965517241
Spring,2022,228,BADM,210,2,162,21,16,17,1,1,2,1,0,5,0,0,0,Business Analytics I,"Larson, Eric",3.7413157894736835
Spring,2022,219,BADM,210,1,120,28,12,20,7,9,8,8,0,2,0,2,2,Business Analytics I,"Larson, Eric",3.4918894009216594
Spring,2022,44,BADM,211,0,18,9,12,5,0,0,0,0,0,0,0,0,0,Business Analytics II,"Souyris, Sebastian",3.6361363636363637
Spring,2022,45,BADM,211,0,21,9,9,4,0,0,1,0,0,0,0,0,1,Business Analytics II,"Souyris, Sebastian",3.659090909090909
Spring,2022,45,BADM,211,0,33,6,3,0,1,0,0,0,0,1,0,1,0,Business Analytics II,"Ahsen, Mehmet E",3.7262222222222223
Spring,2022,46,BADM,211,0,6,10,11,10,4,0,2,2,1,0,0,0,0,Business Analytics II,"Guggenheim, David R",3.1886956521739136
Spring,2022,44,BADM,211,0,25,9,2,4,1,2,1,0,0,0,0,0,0,Business Analytics II,"Ahsen, Mehmet E",3.659545454545454
Spring,2022,45,BADM,211,0,36,6,2,1,0,0,0,0,0,0,0,0,0,Business Analytics II,"Ahsen, Mehmet E",3.9040000000000004
Spring,2022,44,BADM,211,7,10,12,7,3,0,0,0,1,1,0,1,2,0,Business Analytics II,"Khandelwal, Ashish",3.364090909090909
Spring,2022,45,BADM,211,10,18,5,4,5,1,1,0,0,0,0,0,1,0,Business Analytics II,"Khandelwal, Ashish",3.637111111111111
Spring,2022,41,BADM,211,0,18,10,5,7,0,0,0,1,0,0,0,0,0,Business Analytics II,"Guggenheim, David R",3.610243902439024
Spring,2022,30,BADM,275,12,10,3,3,0,1,0,1,0,0,0,0,0,0,Operations Management,"Kirci, Ismail",3.789
Spring,2022,65,BADM,275,4,53,4,2,2,0,0,0,0,0,0,0,0,0,Operations Management,"Wang, Yixin",3.9283076923076923
Spring,2022,62,BADM,275,10,20,15,9,5,1,0,1,0,0,1,0,0,0,Operations Management,"Moshref Javadi, Mohammad",3.6401612903225806
Spring,2022,65,BADM,275,2,54,5,1,2,1,0,0,0,0,0,0,0,0,Operations Management,"Wang, Yixin",3.913076923076923
Spring,2022,24,BADM,275,2,18,3,1,0,0,0,0,0,0,0,0,0,0,Operations Management,"Kwon, Hyok-Jon D",3.9308333333333336
Spring,2022,55,BADM,275,0,34,11,5,1,3,0,0,1,0,0,0,0,0,Operations Management,"Baddam, Swathi Reddy",3.7399999999999998
Spring,2022,32,BADM,275,2,28,1,0,0,0,0,0,1,0,0,0,0,0,Operations Management,"Kwon, Hyok-Jon D",3.916875
Spring,2022,66,BADM,275,3,48,10,2,3,0,0,0,0,0,0,0,0,0,Operations Management,"Kwon, Hyok-Jon D",3.8842424242424243
Spring,2022,195,BADM,300,72,78,18,9,3,5,2,2,2,2,0,0,2,0,The Legal Environment of Bus,"Warnick, Emerson T",3.759179487179487
Spring,2022,173,BADM,300,47,70,25,11,8,5,2,1,1,0,2,0,1,0,The Legal Environment of Bus,"Warnick, Emerson T",3.7228901734104043
Spring,2022,312,BADM,310,199,81,15,5,6,2,1,0,1,0,1,0,1,0,Mgmt and Organizational Beh,"White, Judith B",3.9103846153846153
Spring,2022,388,BADM,310,0,187,108,46,20,7,8,7,0,1,1,1,2,0,Mgmt and Organizational Beh,"Gill, Shahbaz",3.638840206185568
Spring,2022,49,BADM,311,2,17,5,14,6,2,0,2,0,0,0,0,0,1,Leading Individuals and Teams,"Ybarra, Oscar",3.5064583333333332
Spring,2022,55,BADM,311,0,49,1,3,2,0,0,0,0,0,0,0,0,0,Leading Individuals and Teams,"Reinhard, David A",3.921090909090909
Spring,2022,56,BADM,312,3,30,10,6,4,2,1,0,0,0,0,0,0,0,Designing and Managing Orgs,"Khessina, Olga",3.720535714285714
Spring,2022,42,BADM,312,3,12,12,5,0,6,0,1,1,0,1,0,0,1,Designing and Managing Orgs,"Love, E G",3.4482926829268292
Spring,2022,33,BADM,312,4,10,5,4,2,3,2,1,0,0,1,0,1,0,Designing and Managing Orgs,"Love, E G",3.313333333333333
Spring,2022,33,BADM,312,1,13,9,3,3,3,0,0,0,0,1,0,0,0,Designing and Managing Orgs,"Ocasio, William C",3.5463636363636364
Spring,2022,54,BADM,313,10,33,3,3,3,1,0,0,0,0,0,0,1,0,Strategic Human Res Management,"Bruce, Joshua R",3.790185185185185
Spring,2022,43,BADM,313,5,23,9,4,1,0,0,0,0,0,0,0,0,1,Strategic Human Res Management,"Bruce, Joshua R",3.8416666666666663
Spring,2022,43,BADM,314,15,15,2,6,2,3,0,0,0,0,0,0,0,0,Leading Negotiations,"Ward, Sarah",3.7518604651162786
Spring,2022,55,BADM,314,31,16,2,3,1,0,0,0,1,0,0,0,1,0,Leading Negotiations,"White, Judith B",3.8181818181818183
Spring,2022,256,BADM,320,82,73,39,24,18,6,5,2,3,0,1,1,1,1,Principles of Marketing,"Wolters, Mark E",3.6682352941176464
Spring,2022,396,BADM,320,142,118,58,32,24,7,3,7,1,1,0,1,2,0,Principles of Marketing,"Wolters, Mark E",3.7241666666666666
Spring,2022,38,BADM,322,0,30,6,1,1,0,0,0,0,0,0,0,0,0,Marketing Research,"Kim, Myoung Hee",3.9039473684210533
Spring,2022,40,BADM,322,0,34,3,1,0,2,0,0,0,0,0,0,0,0,Marketing Research,"Kim, Myoung Hee",3.8920000000000003
Spring,2022,36,BADM,322,0,19,11,4,1,0,0,0,0,0,0,1,0,0,Marketing Research,"Kim, Myoung Hee",3.704444444444444
Spring,2022,53,BADM,323,0,15,0,0,28,3,0,5,1,0,0,0,1,0,Marketing Communications,"Shavitt, Sharon",3.0883018867924523
Spring,2022,37,BADM,323,1,26,4,1,5,0,0,0,0,0,0,0,0,0,Marketing Communications,"Shen, Jie",3.8110810810810807
Spring,2022,64,BADM,324,49,13,1,1,0,0,0,0,0,0,0,0,0,0,Purchasing and Supply Mgmnt,"Cockrell, Adam L",3.984375
Spring,2022,53,BADM,325,17,27,6,3,0,0,0,0,0,0,0,0,0,0,Consumer Behavior,"Rodas, Maria A",3.9247169811320757
Spring,2022,36,BADM,325,0,29,0,0,6,0,0,0,0,0,0,0,1,0,Consumer Behavior,"Chin, Shih-Chun",3.7222222222222223
Spring,2022,39,BADM,329,3,30,2,3,1,0,0,0,0,0,0,0,0,0,New Product Development,"Sethi, Simrun S",3.9058974358974363
Spring,2022,53,BADM,330,21,26,4,0,0,2,0,0,0,0,0,0,0,0,Brand Management,"Rodas, Maria A",3.924905660377359
Spring,2022,49,BADM,337,0,42,2,2,3,0,0,0,0,0,0,0,0,0,Practicum in Supply Chain Mgt,"Mehrotra, Mili",3.8979591836734695
Spring,2022,37,BADM,338,2,5,9,4,11,1,2,2,1,0,0,0,0,0,Global Supply Chain Management,"Shin, Solee I",3.2527027027027025
Spring,2022,39,BADM,340,15,14,1,5,2,0,1,0,1,0,0,0,0,0,Ethical Dilemmas of Business,"Barbeau, Aimee",3.7517948717948717
Spring,2022,40,BADM,340,16,19,1,1,1,1,0,0,0,0,0,1,0,0,Ethical Dilemmas of Business,"Barbeau, Aimee",3.8334999999999995
Spring,2022,37,BADM,340,2,23,6,1,1,1,0,1,1,0,0,0,0,1,Ethical Dilemmas of Business,"Noonan, James R",3.741388888888888
Spring,2022,60,BADM,350,0,47,7,1,4,1,0,0,0,0,0,0,0,0,IT for Networked Organizations,"Ghoshal, Abhijeet",3.8615
Spring,2022,54,BADM,350,0,42,8,2,1,1,0,0,0,0,0,0,0,0,IT for Networked Organizations,"Ghoshal, Abhijeet",3.8831481481481482
Spring,2022,24,BADM,350,0,2,6,5,10,0,1,0,0,0,0,0,0,0,IT for Networked Organizations,"Parthasarathy, Rangarajan",3.2916666666666665
Spring,2022,57,BADM,351,2,41,3,3,2,4,0,0,0,0,0,0,0,2,Social Media Strategy,"Khandelwal, Ashish",3.8123636363636364
Spring,2022,29,BADM,352,6,18,1,1,1,0,1,1,0,0,0,0,0,0,Database Design and Management,"Garimella, Aravinda",3.8044827586206895
Spring,2022,49,BADM,352,8,26,5,1,6,0,1,1,0,0,0,0,0,1,Database Design and Management,"Garimella, Aravinda",3.7502083333333336
Spring,2022,60,BADM,352,18,32,4,2,2,0,1,0,1,0,0,0,0,0,Database Design and Management,"Garimella, Aravinda",3.8556666666666666
Spring,2022,61,BADM,353,0,35,13,10,2,1,0,0,0,0,0,0,0,0,Info Sys Analysis and Design,"Haran, Vidya",3.765245901639344
Spring,2022,48,BADM,353,0,27,11,6,3,0,0,0,0,0,0,0,0,1,Info Sys Analysis and Design,"Haran, Vidya",3.7734042553191487
Spring,2022,56,BADM,356,0,52,2,0,2,0,0,0,0,0,0,0,0,0,Data Science and Analytics,"Nelson, Matthew L",3.9525
Spring,2022,45,BADM,359,1,40,1,1,2,0,0,0,0,0,0,0,0,0,Bus Prob Form and Soln,"Kim, June-Young",3.933333333333333
Spring,2022,38,BADM,374,28,5,1,2,1,1,0,0,0,0,0,0,0,0,Management Decision Models,"Liang, Hongyan",3.8947368421052624
Spring,2022,66,BADM,375,9,32,15,4,3,2,0,1,0,0,0,0,0,0,Operations Strategy,"Liang, Hongyan",3.7683333333333335
Spring,2022,66,BADM,375,11,34,14,5,2,0,0,0,0,0,0,0,0,0,Operations Strategy,"Liang, Hongyan",3.848939393939394
Spring,2022,39,BADM,377,1,31,0,4,2,0,1,0,0,0,0,0,0,0,Project Management,"Taghaboni-Dutta, Fataneh",3.8371794871794873
Spring,2022,29,BADM,378,0,8,5,5,3,2,1,2,0,0,0,0,3,0,Logistics Management,"Scott, Nehemiah",3.023103448275862
Spring,2022,32,BADM,379,2,12,8,6,2,1,1,0,0,0,0,0,0,0,Business Process Improvement,"Anand, Gopesh J",3.635625
Spring,2022,32,BADM,380,9,12,6,1,3,1,0,0,0,0,0,0,0,0,International Business,"Ma, Hyewon",3.781875
Spring,2022,55,BADM,381,1,39,9,5,0,0,0,0,0,0,0,0,1,0,Multinational Management,"Yao, Kun",3.8123636363636364
Spring,2022,37,BADM,381,5,25,5,1,0,0,0,0,1,0,0,0,0,0,Multinational Management,"Xu, Mingrui",3.8743243243243244
